YO.dat

 -0.873,  0.578, -0.154, -0.111, -0.209,  2.450,  0.119,  1.877,
 -1.651, -1.138,  0.908,  0.874, -0.209,  2.450,  0.513,  1.393,
  0.294,  0.922, -0.862, -0.440,  0.185, -0.547, -0.275,  0.426,
 -2.040, -1.482,     NA,     NA,     NA, -0.547,     NA, -0.541,
  0.294,  1.608,  1.262, -0.768,  1.365,  0.452, -0.275,  0.426,
 -0.095, -0.795, -0.154,  0.874,  0.578, -0.547, -0.668, -0.541,
  1.461,  0.578, -1.570,  1.531, -0.995, -0.547, -0.668,  0.426,
 -0.484, -0.108,  1.616,  1.531,  2.545,  1.451, -0.668, -0.541,
 -0.484, -0.108, -0.508,  0.217,  0.185,  1.451,  1.693, -0.541,
  1.461, -0.108,  1.616,  0.546,  0.578, -0.547, -0.668, -0.541,
 -0.873, -0.108,  0.200, -0.768, -0.209,  1.451, -0.275,     NA,
  0.683, -1.482, -0.154, -0.111, -0.602, -0.547, -0.668,  1.393,
  0.683,  0.578, -1.570,  1.531,  0.972, -0.547,  0.906, -0.541,
  0.294,  0.922,  0.554,  0.217,  0.185,  0.452,  0.119,  0.910,
  0.294, -1.138,  0.908, -1.097, -0.602, -0.048,  0.906,  1.393,
 -0.484, -0.452,     NA,     NA,     NA,  0.952,  0.906,  1.877,
 -0.484, -1.482,     NA,     NA,     NA, -0.547, -0.668, -0.541,
  1.461,  0.578,  1.616, -0.440,  0.972,  2.950,  0.513,  1.393,
  1.072,  1.608,  0.200,  0.217, -0.995,  0.952,  2.087,  0.426,
 -0.484, -1.482, -0.154,  0.874,  1.758, -0.547, -0.668, -0.541,
 -1.651, -1.138, -0.508,  0.874,  0.972, -0.547, -0.668, -0.541,
  0.294, -0.108, -0.862,  0.874,  0.972, -0.547, -0.668, -0.541,
  0.683,  0.235,  1.262, -1.097,  0.578, -0.547,  0.513, -0.541,
  0.683,  0.922, -0.508, -0.440,  2.545, -0.547, -0.668, -0.541,
  0.683, -1.482,  1.616,  1.531, -0.995, -0.547, -0.668, -0.541,
 -0.873, -0.108, -0.154,  0.217,  0.578,  0.452, -0.668,     NA,
  1.072, -0.795,  0.908,  0.546,     NA,  0.452,  1.300, -0.541,
  0.294, -0.795, -1.570, -1.425, -0.995, -0.547, -0.668, -0.541,
  0.683, -1.482,  1.616,  1.531,     NA, -0.547, -0.668, -0.541,
  1.461, -0.795, -1.570, -1.425, -0.995, -0.547,     NA, -0.541,
  1.461, -1.482, -0.862, -0.111,  0.185,  2.450, -0.668, -0.541,
  0.683,  1.608, -0.862, -0.111,     NA, -0.547, -0.275, -0.541,
  0.294, -1.482, -0.154, -0.440,  0.185, -0.547, -0.668, -0.541,
  0.683,  0.578, -1.570, -1.425, -0.995,     NA, -0.668, -0.541,
  1.461, -1.138,     NA, -1.425,     NA, -0.547,  0.906,     NA,
  1.461,  1.608, -1.570, -1.425, -0.602, -0.547, -0.668,     NA,
 -0.484, -0.452, -0.154,  0.217,     NA, -0.547, -0.668, -0.541,
  1.461, -1.138, -0.862,     NA,     NA, -0.547, -0.668, -0.541,
  1.461, -0.452, -0.154,     NA,     NA, -0.547, -0.668, -0.541,
  0.683, -1.138,  1.262, -1.425, -0.995,  1.451,  2.087,     NA,
  1.461,  0.922,  0.554, -1.425, -0.602, -0.547, -0.668,     NA,
  0.294,  0.922, -1.216, -1.425,  1.758,     NA, -0.668,     NA,
  0.683,  1.608, -0.154, -1.097,  0.578, -0.547, -0.668, -0.541,
  1.461,  0.922, -0.154, -0.111, -0.995, -0.547, -0.668, -0.541,
 -0.484, -1.138,  0.908, -0.111, -0.995, -0.547, -0.668, -0.541,
 -0.873, -0.452,  0.200,  0.874, -0.209, -0.547, -0.668, -0.541,
  0.683,  1.265,  0.908, -0.111, -0.602, -0.547, -0.668, -0.541,
  1.461,  0.922, -0.154,  0.874,  1.758,  2.450, -0.275, -0.541,
  1.461, -1.482,  0.908,     NA, -0.995, -0.547, -0.668,     NA,
  1.461,     NA, -1.570, -1.425,     NA, -0.547, -0.668,     NA,
  0.683,     NA,  1.616,     NA, -0.995,     NA, -0.668, -0.541,
 -0.095, -0.452, -0.154, -1.425,     NA, -0.547, -0.668, -0.541,
  1.461, -0.108, -0.862, -1.425, -0.602,     NA, -0.668, -0.541,
  1.072,  0.922, -0.154,  0.874,  1.758, -0.547,     NA,     NA,
 -0.484,  1.608,  1.262, -0.111, -0.602,  1.451,     NA, -0.541,
 -1.262, -1.138,  0.908,  1.531,  0.185, -0.547,     NA, -0.541,
  1.072,     NA, -0.154, -1.425, -0.602, -0.547, -0.275, -0.541,
  0.683, -0.108, -1.570, -0.111, -0.995, -0.547, -0.668, -0.541,
  1.072, -0.795,     NA, -1.097,  0.578, -0.547, -0.668,     NA,
 -0.484, -1.482, -1.570, -1.425, -0.995, -0.547, -0.668, -0.541,
 -0.873, -1.482, -1.570,  1.203, -0.602,  2.950,  0.513,  1.393,
  0.683,  1.608, -0.862, -0.440,  0.578, -0.547, -0.668, -0.541,
 -0.484, -0.108, -0.154, -0.111, -0.209, -0.048, -0.275, -0.541,
  0.294, -0.108,  0.554,  0.217,  0.185,  0.952,  0.906,  0.426,
  0.294, -0.452,  0.908, -0.111,  1.365, -0.547,  0.906, -0.541,
 -2.040, -1.138, -1.570, -1.425, -0.995, -0.547, -0.668, -0.541,
 -0.484, -1.482,     NA, -1.425, -0.995,  0.452,  1.693, -0.541,
 -0.095, -0.108, -0.154, -1.097, -0.995, -0.547, -0.668, -0.541,
  0.683,  0.922, -1.570, -1.425, -0.995,  0.952, -0.668, -0.541,
 -1.651, -0.108, -0.508,  0.546, -0.995, -0.547,  0.119, -0.541,
  0.294,  0.578, -0.862, -0.768, -0.209,     NA, -0.668, -0.541,
  0.683, -1.138,  0.908, -1.097,  1.365,  0.952,  0.906, -0.541,
 -2.040, -0.452,  1.616,  1.203, -0.995,  1.451, -0.275,  1.393,
 -0.095, -1.138, -0.154,  0.874,     NA,  0.452,  0.906,     NA,
  1.072,  1.265, -1.216, -1.097, -0.995, -0.048,  0.906, -0.058,
 -1.262,  0.578, -0.154, -0.440, -0.995, -0.547, -0.275, -0.541,
  1.072, -1.482,  0.908,     NA,  1.758,  2.450,  0.906, -0.541,
  1.072, -0.108, -0.154, -0.111, -0.602, -0.547, -0.668, -0.541,
  0.294,  0.578, -1.570,  1.531, -0.995, -0.547, -0.668, -0.541,
  0.294,  0.235,  0.908,  0.217,  0.185, -0.048, -0.275, -0.058,
  1.072,  0.922,  0.554, -0.440,  1.758,  2.950,  1.693, -0.058,
 -0.873,     NA,     NA,     NA,     NA,     NA,     NA,     NA,
 -2.040, -0.452,     NA,  1.203, -0.995,     NA,  2.480,     NA,
 -0.484, -1.138,  0.908, -0.111, -0.602, -0.547, -0.668, -0.541,
  0.294, -0.795,  0.554, -0.768, -0.209, -0.547, -0.668,     NA,
  0.683, -0.108, -0.154,  0.874,  0.578, -0.547, -0.668, -0.541,
 -0.484,     NA, -0.154, -0.111,  0.185,  1.451,  1.693, -0.541,
 -0.484,  0.235,  1.262,  0.874,  0.578, -0.547, -0.275,  0.910,
 -1.262, -0.795, -1.570, -0.111,  1.758, -0.547, -0.668,  1.393,
  1.461,  0.922,  1.616,  1.531,  2.545, -0.547, -0.668, -0.541,
 -2.040, -1.138, -1.570,  1.531,  2.545, -0.547, -0.668,     NA,
 -0.484, -0.108, -0.154,  1.531, -0.995, -0.547,  0.906, -0.541,
  0.294,  0.578, -1.570, -1.425, -0.995,  1.451, -0.668, -0.541,
  1.461,  1.608,  0.200,  0.874, -0.209, -0.547, -0.668, -0.541,
  1.461,  0.578, -0.154,  0.874, -0.995, -0.547, -0.668, -0.541,
 -0.095, -1.482, -0.508, -1.425, -0.209, -0.547, -0.668, -0.541,
 -0.484, -1.482, -1.570,  0.874, -0.995, -0.547, -0.668, -0.541,
  1.072,  1.265,  0.200, -1.425,     NA, -0.547, -0.668, -0.541,
  0.294,  0.922,  1.262,  1.203, -0.209, -0.547, -0.668, -0.541,
 -0.873, -1.482,  1.616,     NA, -0.995,  1.451, -0.668, -0.541,
  1.461,  1.608,  1.616,  1.531, -0.995, -0.547, -0.668,  1.393,
 -2.040, -0.108, -0.154, -0.111, -0.995, -0.547, -0.668, -0.541,
  0.294,  0.235,  0.554, -0.111,  0.185, -0.547, -0.668, -0.541,
  1.461, -1.482,  0.554,     NA,     NA, -0.547, -0.668, -0.541,
  0.294, -0.108,  0.908,  1.531,  0.972, -0.547,  0.119,  0.910,
 -1.262, -0.795,  0.554,  0.217,  1.365, -0.547,  0.119,     NA,
  0.683,  1.265, -0.508,  0.546, -0.209,  0.452, -0.275,     NA,
 -0.873,  0.235,  0.200, -0.111, -0.209, -0.048, -0.275,     NA,
  0.683, -0.795,  0.908,  0.874,  0.578, -0.547, -0.668,     NA,
  1.461,  0.922,  0.908,  0.874,  0.578,  0.952,  0.906,     NA,
 -0.873, -0.795, -0.154,  0.874, -0.209,  1.451,  0.906,  0.426,
 -0.484, -0.452, -0.508,  0.546,  0.578, -0.048, -0.275,  1.393,
 -0.484, -1.482, -0.154,  0.546,  0.578, -0.547, -0.668,     NA,
 -0.484,  0.235, -0.154,  0.874,  0.185, -0.547,  0.119, -0.058,
  1.072,  0.578, -0.862, -0.111, -0.995, -0.048, -0.668,  1.393,
  0.294, -1.482, -0.154, -1.425,     NA,  0.452,  0.119,  0.426,
 -0.484,  0.578, -0.154, -1.097,  0.578, -0.048, -0.668,     NA,
 -1.651,  0.578,  0.908,  1.203, -0.995, -0.547, -0.668, -0.541,
  0.683,  0.922,  1.262, -1.425,     NA,  1.451,  2.087,     NA,
 -1.651,  1.608, -0.154,  0.217, -0.602, -0.547,  2.874, -0.541,
 -0.484, -1.138,  0.554,  0.874, -0.995, -0.547, -0.668, -0.541,
 -0.484,  1.608,  0.554, -1.425, -0.995,     NA, -0.668, -0.541,
  0.683, -0.108, -1.216, -1.425, -0.995, -0.547, -0.668,  1.393,
  1.461,  1.608, -0.154, -1.097,  2.545,  2.950,  2.874, -0.541,
  1.461,  1.608, -1.570, -1.425, -0.995,  3.949, -0.668, -0.541,
  1.072,  0.578, -1.570, -1.425,  0.578, -0.547,  2.874, -0.541,
 -0.484, -0.108, -0.862,  0.217, -0.602,  0.452, -0.668, -0.541,
  1.461, -0.108,  0.200, -1.425,     NA,  1.451, -0.668, -0.541,
 -0.095,  0.922, -0.154,     NA, -0.995, -0.547, -0.668,     NA,
  1.072,  0.578, -1.570, -1.425,     NA,  1.451,  0.906, -0.541,
 -0.873, -0.795, -0.154,     NA, -0.995, -0.547, -0.668, -0.541,
  0.294,  1.608,  1.616,  1.531, -0.995,  1.451,  0.119, -0.058,
 -0.873,  0.922,     NA, -1.425,  0.578, -0.547, -0.275, -0.058,
 -0.095,  0.578, -1.570, -0.768, -0.995,  0.952, -0.668,  0.426,
 -2.040,     NA, -1.570, -1.425, -0.995, -0.547, -0.668,  3.811,
 -0.095,  1.265, -1.570,  1.531, -0.995, -0.547, -0.668, -0.541,
 -0.484,  1.608, -0.862,  0.546, -0.602, -0.547, -0.668, -0.541,
 -0.484,  0.235, -0.508, -0.768,  0.185, -0.547, -0.668,  1.877,
 -0.095, -0.795,     NA, -1.425,  0.185, -0.547, -0.668, -0.541,
 -0.095,  0.235, -1.570, -0.111,     NA,     NA, -0.668, -0.541,
  1.461,  1.608, -1.216, -1.425,     NA,     NA,     NA, -0.541,
  1.461,  0.922,  1.616, -0.111,  0.578, -0.547,     NA, -0.541,
 -0.095, -0.108, -0.862,     NA,     NA, -0.547, -0.668, -0.541,
 -0.095, -1.482,     NA, -1.425,     NA,     NA, -0.668,     NA,
  1.461, -1.138, -1.216, -1.097, -0.602,  2.950, -0.668, -0.541,
 -1.262, -0.108,  1.262,     NA, -0.209, -0.048,     NA, -0.058,
  1.461, -1.482, -0.862,  0.874, -0.209, -0.547, -0.668, -0.541,
 -0.484, -1.482,  1.616, -1.425, -0.995, -0.547, -0.668, -0.541,
  1.461,     NA, -1.570, -1.425, -0.995, -0.547, -0.668, -0.541,
 -2.040, -1.482,  0.200,  0.217,  0.578, -0.547, -0.668, -0.541,
  0.683, -0.795,  0.200,  1.531, -0.995, -0.547, -0.668, -0.541,
 -1.262, -1.482,  1.616,  1.531, -0.995, -0.547, -0.668, -0.541,
  1.461, -0.452,  0.200,  0.546,  0.578, -0.547, -0.668, -0.541,
  1.461, -1.138, -1.570, -1.425, -0.995, -0.547, -0.668, -0.541,
 -0.484, -0.108, -0.154,     NA, -0.995, -0.547, -0.668, -0.541,
 -0.873,  1.608, -0.508, -0.111,  0.578, -0.547, -0.668, -0.541,
 -0.095,  0.922,  0.908,  0.874,  0.578, -0.547,  0.906,  1.393,
  0.294,  1.265,  1.262,  0.874, -0.995, -0.547, -0.668,  0.426,
  1.461,  0.922, -0.154,  0.874, -0.995, -0.547, -0.668,  0.426,
  0.683,  0.922, -0.154, -1.425, -0.995, -0.547, -0.668, -0.541,
 -1.262,     NA, -0.154, -1.097, -0.995,  3.949,  2.480, -0.541,
 -0.484,     NA, -1.570,     NA,     NA, -0.547, -0.668, -0.541,
  1.461,  1.608, -1.216, -1.425,  2.152, -0.547,  0.119, -0.541,
 -0.484,  0.235, -0.154, -0.111, -0.209,  0.952, -0.275, -0.541,
 -0.484, -0.108, -0.154, -1.097,  0.185,  0.952, -0.668, -0.541,
 -0.095, -0.795,  1.616,  1.531, -0.995,  3.949,  2.087,  1.393,
  0.294,  0.578,  1.616,  1.531, -0.995,  2.950, -0.668, -0.541,
 -0.873, -1.482, -1.570, -0.111,  0.185,     NA,     NA,     NA,
  1.461, -0.795, -0.862, -0.768,  0.185, -0.547, -0.275, -0.058,
  0.683,  0.922,  1.616,  1.531, -0.995, -0.547, -0.668, -0.541,
  0.294,  0.235,  0.200, -0.111,  0.578,  0.452, -0.668, -0.541,
  0.683,  1.265, -0.154,  0.546, -0.602, -0.547,  2.480,  1.393,
  0.683,  0.578, -0.154, -0.111, -0.995, -0.547, -0.668,     NA,
  1.461,  1.608,  1.616,  1.531, -0.995, -0.547, -0.668, -0.541,
  1.072,  1.265,     NA,     NA,     NA, -0.048,  0.119, -0.541,
 -1.262,  0.922, -0.862, -1.425, -0.995, -0.547, -0.668,  3.811,
  1.461,  0.235,  0.554, -1.425, -0.995, -0.547, -0.668, -0.541,
  1.461,  0.922,  1.616, -0.111,  0.185, -0.547,  0.119, -0.541,
  0.294, -0.108, -0.154,  0.546, -0.995, -0.547, -0.668, -0.541,
  1.072, -0.108,     NA, -1.425, -0.995, -0.547, -0.668, -0.541,
  1.461,  1.265, -0.154, -1.425, -0.995, -0.547, -0.668, -0.541,
  0.294,  0.922, -0.154,  1.531,  0.578, -0.547, -0.668, -0.541,
 -0.484,     NA,  0.908,     NA, -0.995, -0.547, -0.668, -0.541,
 -0.095, -1.138, -0.154,  0.546, -0.602, -0.547,     NA, -0.541,
  0.683,  0.922, -0.508,  0.546, -0.602,  1.451,  2.087,  1.877,
 -0.484, -0.108, -0.862,  0.874, -0.602,  0.452,  0.906,  1.393,
 -0.484, -0.452, -0.862,  0.874, -0.209, -0.547, -0.668, -0.058,
  0.294,     NA, -0.154,  0.546, -0.209, -0.547, -0.668,     NA,
  0.294, -0.108,  0.200,  0.546, -0.209,  0.452,  2.087,  3.328,
  0.294,  0.578,  1.616, -1.425,  0.185, -0.547,  0.513,  0.910,
 -1.651, -1.138, -0.154,     NA, -0.602, -0.547, -0.668,     NA,
 -2.040, -1.482,  0.200, -1.097, -0.995, -0.547,  1.300,  0.426,
  1.072,  0.922,     NA, -1.425, -0.995,     NA,     NA, -0.541,
 -2.040, -0.108, -0.862, -0.111, -0.995, -0.547, -0.668, -0.541,
 -0.095,  0.235, -0.154, -0.111, -0.602,  0.452,  0.906,  0.426,
  0.683,  1.608, -0.154,  1.531, -0.995,  1.451,  0.906, -0.541,
  0.294,  0.235,  0.200,  0.217,  1.365, -0.547,  0.119,  1.393,
  0.683,  0.922,     NA, -0.768,  0.185, -0.547,     NA,     NA,
 -0.873, -1.138, -0.154, -0.440, -0.602, -0.547, -0.275, -0.058,
 -0.095, -0.108, -0.508, -0.768, -0.209, -0.048,  0.119, -0.058,
 -0.095,  0.235,  0.908,  1.203, -0.209, -0.547, -0.668,     NA,
 -2.040,  0.235,  1.616,  1.531, -0.995, -0.547,  0.906, -0.541,
 -0.484,     NA,  0.200,  0.874,  0.185, -0.547,     NA,     NA,
 -0.484, -1.138, -0.154,  1.531, -0.995, -0.547,  2.087, -0.058,
 -0.873,     NA, -0.154,  0.546, -0.209,  1.951,  0.513,  0.426,
 -2.040, -1.482,     NA,     NA,     NA,     NA, -0.668,     NA,
 -0.484,     NA,  0.554,     NA,  0.578, -0.547,  1.693,  0.426,
 -0.484, -0.795, -0.508, -0.440,  0.185,  0.452,  0.906,     NA,
 -0.873,  0.922, -0.508, -0.440,  0.578,  0.952, -0.668, -0.541,
  1.072,  1.265,  0.908,  1.203, -0.602,  3.449,     NA, -0.058,
  0.683,  1.265,  0.554,  0.874, -0.602, -0.547, -0.275, -0.058,
 -1.262, -0.795, -0.154,  0.217,  0.185,  0.952,     NA,  1.393,
 -1.262, -0.795, -0.154, -0.440,  0.972,  0.452, -0.668, -0.058,
  1.461, -0.108,     NA,  0.874,  0.578,     NA, -0.668, -0.541,
  0.294,  0.235, -0.508, -0.111, -0.602, -0.048, -0.668, -0.541,
  0.683, -0.108, -1.570,  0.546,  0.578, -0.547, -0.275,  0.426,
 -0.484,  1.608, -1.216, -0.768, -0.602, -0.547, -0.275, -0.541,
 -0.484,  0.235, -0.862, -1.425, -0.602, -0.547, -0.668, -0.058,
  0.294, -0.795,  0.200, -0.111, -0.209, -0.547,  0.119, -0.541,
  0.683,  0.922,  0.908,  0.874, -0.602, -0.048,  0.119, -0.058,
  0.683, -0.108, -1.216, -1.097, -0.602, -0.048, -0.668, -0.541,
  1.072,  1.265, -1.570, -1.425, -0.995, -0.547,  2.087, -0.541,
 -0.484,  0.578,  0.200,  0.546, -0.209, -0.547, -0.668, -0.541,
